message_id,relevance_0_3,asset,implied_direction,event_type,reason
11851,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11852,1,macro,bullish,macro-policy,cumulative tariff-revenue total disclosed
11853,1,crypto-broad,bullish,adoption,prediction market expands into real-estate markets
11854,1,BTC,bullish,other,"price milestone, no new info"
11856,2,macro,bullish,geopolitics,oil equities rally on Venezuela capture news
11858,0,BTC,bullish,opinion,"exec self-promotion, no new info"
11860,1,macro,neutral,geopolitics,planned meeting on Venezuelan energy sector
11861,2,BTC,ambiguous,hack-exploit,potential large government seizure of sovereign crypto reserves
11862,1,BTC,bullish,whale-flows,moderate short liquidation
11863,0,macro,neutral,opinion,unrelated Congress trading-ban proposal
11865,1,crypto-broad,bullish,other,"notable single-day altcoin rally, market-cap milestone"
11866,2,crypto-broad,bullish,whale-flows,large cumulative market-cap inflow
11867,0,macro,bullish,opinion,vague record-highs rhetoric
11869,2,BTC,bullish,etf,major bank files for its own BTC ETF
11871,1,crypto-broad,bullish,regulation,"official lobbying update, no new info"
11872,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11873,1,crypto-broad,bullish,opinion,asset manager notes institutional warming to crypto
11874,1,BTC,bearish,other,"price milestone, no new info"
11875,1,macro,bullish,geopolitics,talks begin on Venezuelan oil exports to US
11876,1,macro,bullish,macro-policy,gas prices fall to multi-year low
11878,2,macro,bullish,geopolitics,high odds of imminent tariff ruling against administration
11880,1,equities,bullish,other,equities record close
11882,2,crypto-broad,bullish,regulation,index provider preserves crypto-treasury company inclusion
11883,2,macro,bearish,geopolitics,large potential tariff-refund liability looms
11885,1,BTC,bullish,other,"confirms index inclusion, follow-up to prior news"
11887,0,crypto-broad,bullish,other,"media hype framing, no new info"
11888,1,macro,bullish,other,gold surpasses key level
11890,2,macro,bearish,geopolitics,confirms major oil-transfer terms after capture
11891,2,crypto-broad,bullish,etf,major bank files for its own ETH ETF
11893,1,BTC,bearish,other,"price milestone, no new info"
11894,1,BTC,bullish,opinion,"media reinforcement of prior ETF filing, no new info"
11895,2,crypto-broad,bullish,adoption,major financial media partnership for prediction platform
11898,2,equities,bearish,geopolitics,"China orders halt on chip purchases, retaliatory move"
11901,1,crypto-broad,bullish,regulation,repeat senator rhetoric on bill progress
11902,1,crypto-broad,bullish,adoption,confirmation of first state-issued stablecoin launch
11904,1,equities,bearish,regulation,proposed ban on institutional single-family home buying
11905,2,equities,bearish,other,significant single-stock reaction to policy announcement
11907,2,crypto-broad,ambiguous,regulation,political family's crypto firm applies for bank license
11909,1,macro,neutral,regulation,House plans vote on Congress trading ban
11910,2,BTC,bearish,other,"further breakdown, significant level breached"
11911,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11912,1,macro,bullish,macro-policy,official calls for further rate cuts
11913,2,macro,bullish,macro-policy,trade deficit falls to lowest level since 2009
11914,1,equities,bearish,opinion,notable pundit turns cautious on equities broadly
11915,2,macro,bearish,geopolitics,major foreign market selloff tied to tariff fears
11917,0,equities,neutral,other,equities-only ranking milestone
11919,1,crypto-broad,bullish,adoption,major bank plans crypto wallet launch this year
11920,0,other,neutral,other,unrelated territorial/political proposal
11922,0,macro,bullish,opinion,vague tax-refund rhetoric
11923,2,macro,bullish,macro-policy,large targeted market intervention to lower mortgage rates
11924,1,other,bearish,regulation,"unrelated platform-ban consideration, notable"
